,frequency,peak flux density,duty cycle,loss calculted by iGSE,loss calculted by SE,Measured loss,ratio igse,ratio se,error for iGSE,error for SE,loss error percent by iGSE
185,120000,0.0738,0.1,123.076936,5.002065464,136.422453,1.108432314,27.27322423,0.097824931,0.963334001,1.108432314
2113,140000,0.0677,0.9,123.2449016,5.008891885,134.611391,1.092226853,26.87448523,0.084439284,0.962789985,1.092226853
427,230000,0.0512,0.1,123.2999679,5.011129876,167.103516,1.355260012,33.34647477,0.26213421,0.970011823,1.355260013
1671,410000,0.0424,0.4,123.5486177,7.167796563,117.844492,0.953830923,16.44082543,-0.048403838,0.939175803,0.953830923
2665,440000,0.0356,0.9,123.8986049,5.03545955,245.8495,1.984279808,48.82364709,0.496038817,0.979518122,1.984279808
2270,210000,0.054,0.9,123.9539257,5.037707886,153.424766,1.237756409,30.45527241,0.192086591,0.967164963,1.237756409
977,120000,0.0848,0.4,123.9856025,7.193148676,109.138406,0.88025064,15.17254973,-0.136040071,0.9340915,0.88025064
1870,500000,0.038,0.4,124.2532628,7.208677258,130.676578,1.051695344,18.1276777,0.049154296,0.944835736,1.051695344
848,500000,0.0332,0.1,124.6070069,5.064250264,277.571375,2.227574371,54.80996407,0.551081206,0.981755142,2.227574372
2184,170000,0.061,0.9,124.9015701,5.076221839,140.483938,1.124757182,27.67490123,0.110919213,0.963866176,1.124757182
1333,270000,0.054,0.4,125.7093813,7.293155425,105.339391,0.837959665,14.44359607,-0.193374863,0.930765164,0.837959665
2708,470000,0.0345,0.9,125.7758122,5.111752592,257.203062,2.044932627,50.3160232,0.510986334,0.980125615,2.044932626
85,80000,0.0936,0.1,126.1313711,5.126203138,135.447875,1.073863495,26.42265071,0.068782946,0.962153684,1.073863495
937,100000,0.0947,0.4,126.5278946,7.340642295,113.704727,0.898653434,15.48975177,-0.112776029,0.935441186,0.898653434
2590,390000,0.0385,0.9,127.3117712,5.174176694,229.755547,1.80466853,44.40427156,0.445881621,0.977479644,1.80466853
2476,320000,0.0431,0.9,127.8052201,5.194231336,199.373453,1.55997895,38.38362986,0.358965709,0.973947227,1.559978949
1694,420000,0.0424,0.4,128.010355,7.426648717,123.198453,0.962410057,16.58870073,-0.039058137,0.939718003,0.962410056
1505,340000,0.0478,0.4,128.3120296,7.444150667,113.963492,0.88817465,15.30913291,-0.125904685,0.934679514,0.88817465
1042,150000,0.0758,0.4,128.4211679,7.450482434,106.938969,0.832720732,14.35329456,-0.200882794,0.930329584,0.832720733
2749,500000,0.0336,0.9,128.570705,5.225342002,281.187781,2.187028383,53.81232097,0.542758563,0.981416895,2.187028383
257,150000,0.0663,0.1,129.1671421,5.249582265,147.483938,1.14180693,28.0944141,0.124195192,0.964405736,1.14180693
769,440000,0.0362,0.1,129.4331158,5.260391911,277.799375,2.146277429,52.80963466,0.534077009,0.981064061,2.146277429
636,350000,0.0412,0.1,129.6127729,5.267693495,222.907859,1.719798551,42.31602678,0.418536549,0.976368292,1.719798551
2459,310000,0.0442,0.9,130.2768861,5.294684237,194.295375,1.491403278,36.69631017,0.329490544,0.972749304,1.491403278
2065,120000,0.0755,0.9,130.6283981,5.308970308,137.636906,1.053652253,25.92534861,0.050920266,0.961427713,1.053652253
1358,280000,0.0537,0.4,130.7054841,7.583009326,108.574531,0.830680761,14.31813233,-0.203831902,0.930158489,0.830680761
446,240000,0.0512,0.1,131.2726442,5.335153615,184.371625,1.404493877,34.55788498,0.287999744,0.971063044,1.404493877
1235,230000,0.0601,0.4,131.3357001,7.619571938,107.003969,0.814736351,14.04330452,-0.227390922,0.928791689,0.81473635
810,470000,0.0351,0.1,131.5758124,5.347474908,306.02025,2.325809314,57.22705674,0.570042138,0.982525748,2.325809315
1530,350000,0.0475,0.4,131.7200077,7.641867926,116.033047,0.880906774,15.18385925,-0.135193905,0.934140591,0.880906773
1965,80000,0.0952,0.9,131.8469792,5.358495611,135.05175,1.024306744,25.20329581,0.023729946,0.96032265,1.024306744
554,300000,0.0453,0.1,132.3783478,5.380091373,214.893422,1.623327573,39.94233687,0.383981387,0.974963909,1.623327573
136,100000,0.0841,0.1,132.4229219,5.381902947,142.340312,1.074891793,26.44795222,0.069673797,0.962189889,1.074891793
2680,450000,0.0361,0.9,132.8227965,5.398154561,252.717812,1.902668959,46.81559395,0.474422497,0.978639596,1.902668959
2206,180000,0.0605,0.9,132.9740929,5.404303514,160.907766,1.210068537,29.77400614,0.173600528,0.966413656,1.210068537
2016,100000,0.0843,0.9,133.2479191,5.4154323,136.728281,1.026119447,25.24789775,0.025454587,0.960392742,1.026119446
1137,190000,0.0673,0.4,133.2649778,7.731500909,108.096133,0.81113684,13.98126111,-0.232837606,0.928475694,0.81113684
885,70000,0.1181,0.4,133.3181054,7.734583162,126.656344,0.950031083,16.37532901,-0.05259714,0.938932525,0.950031082
2290,220000,0.0542,0.9,134.0298963,5.44721324,169.228188,1.262615227,31.06692919,0.207993078,0.967811431,1.262615228
537,290000,0.0464,0.1,134.0867834,5.449525233,207.328891,1.546229134,38.0453126,0.353265323,0.973715553,1.546229135
1717,430000,0.0426,0.4,134.1632378,7.78361436,130.316023,0.971324374,16.74235348,-0.029522193,0.940271241,0.971324374
2368,260000,0.0494,0.9,134.4964101,5.466173191,181.168453,1.347013298,33.14356254,0.257616832,0.969828228,1.347013299
346,190000,0.0591,0.1,135.4409258,5.50455999,167.098594,1.233737831,30.35639439,0.189455024,0.967058011,1.23373783
668,370000,0.0407,0.1,136.2423595,5.537131678,251.188562,1.843689165,45.36438297,0.457609222,0.977956275,1.843689165
2575,380000,0.0401,0.9,136.3006975,5.539502639,232.642422,1.706832219,41.9969873,0.414119332,0.976188768,1.706832219
1382,290000,0.0536,0.4,136.9662293,7.946232714,116.64268,0.851616348,14.67899119,-0.174237674,0.931875427,0.851616348
2387,270000,0.0487,0.9,136.9729422,5.566823861,192.040703,1.402033861,34.49735573,0.286750464,0.971012271,1.40203386
2722,480000,0.0353,0.9,137.7491565,5.598370587,271.862969,1.973608956,48.56108841,0.493314014,0.979407381,1.973608957
1740,440000,0.0425,0.4,137.9315311,8.002235667,134.924391,0.978198313,16.86083697,-0.022287595,0.940690963,0.978198312
698,390000,0.0397,0.1,137.9500711,5.606536115,274.604281,1.990606303,48.97931189,0.497640493,0.979583217,1.990606302
1065,160000,0.0752,0.4,138.3172092,8.024611167,114.839781,0.830263867,14.31094649,-0.204436372,0.93012342,0.830263867
998,130000,0.0846,0.4,138.6330197,8.042933225,116.739969,0.842079104,14.51460129,-0.187536889,0.93110386,0.842079104
1554,360000,0.0477,0.4,138.8144059,8.05345653,126.232039,0.909358349,15.67426838,-0.099676493,0.936201169,0.909358349
2311,230000,0.0536,0.9,138.9894934,5.648780085,175.405594,1.26200614,31.05194243,0.207610828,0.967795895,1.262006139
2636,420000,0.0382,0.9,139.1130129,5.653800135,270.086406,1.941489156,47.77077356,0.484931452,0.979066699,1.941489156
2405,280000,0.048,0.9,139.1382681,5.654826554,205.363516,1.475967171,36.31650132,0.322478156,0.972464308,1.475967171
2138,150000,0.0684,0.9,140.1399044,5.695534833,150.732203,1.075583744,26.46497782,0.0702723,0.962214214,1.075583743
60,70000,0.1051,0.1,140.2933328,5.701770434,147.970844,1.054724705,25.95173652,0.051885297,0.961466933,1.054724705
2606,400000,0.0394,0.9,140.3769385,5.70516832,252.137,1.796142605,44.19448925,0.443251333,0.977372744,1.796142605
783,450000,0.0369,0.1,140.657333,5.716564052,289.36375,2.057224773,50.6184742,0.513908245,0.980244367,2.057224773
210,130000,0.0743,0.1,140.9356721,5.727876245,156.395156,1.109691774,27.30421352,0.098848867,0.963375616,1.109691774
1260,240000,0.0603,0.4,141.0479107,8.183035545,115.333531,0.81769046,14.09422339,-0.222956668,0.929048946,0.81769046
2510,340000,0.0433,0.9,141.4383693,5.748306753,224.599656,1.587968365,39.07231567,0.370264533,0.974406431,1.587968365
1407,300000,0.0533,0.4,141.8781563,8.23120307,120.549094,0.849666341,14.64537966,-0.176932581,0.93171908,0.849666342
1762,450000,0.0425,0.4,142.5712606,8.271414212,140.297562,0.984052195,16.96173815,-0.016206259,0.941043778,0.984052195
870,60000,0.1323,0.4,142.9752244,8.294850575,139.376656,0.974830825,16.80279286,-0.025819018,0.940486084,0.974830825
823,480000,0.0359,0.1,143.9553735,5.850602278,328.962281,2.285168473,56.22707977,0.562395503,0.982214975,2.285168473
280,160000,0.0667,0.1,144.2933554,5.864338464,166.590688,1.154527785,28.40741356,0.133845012,0.964797922,1.154527785
919,90000,0.1058,0.4,144.771305,8.399051985,130.130656,0.898870505,15.49349334,-0.112507302,0.935456777,0.898870505
957,110000,0.0946,0.4,145.186039,8.423113194,126.666977,0.872445986,15.03802384,-0.146202763,0.933501901,0.872445986
1940,70000,0.1065,0.9,145.2323719,5.902501764,144.990531,0.9983348,24.56425035,-0.001667977,0.959290433,0.9983348
1578,370000,0.0478,0.4,145.321774,8.430987997,132.163859,0.909456686,15.67596337,-0.099557588,0.936208067,0.909456686
2494,330000,0.0445,0.9,145.3858766,5.908740466,218.824406,1.50512836,37.03401888,0.335604839,0.9729978,1.50512836
1162,200000,0.0676,0.4,145.3991866,8.435479164,115.909594,0.79718186,13.74072436,-0.25441891,0.927223633,0.79718186
742,420000,0.0389,0.1,145.877363,5.92871535,301.704719,2.06820793,50.88871723,0.516489621,0.980349279,2.06820793
588,320000,0.0454,0.1,146.4147441,5.950555472,240.476047,1.642430539,40.41236959,0.391146245,0.975255101,1.642430538
388,210000,0.0576,0.1,146.7394846,5.963753503,186.863344,1.273436012,31.33317698,0.214723008,0.968084947,1.273436011
161,110000,0.0832,0.1,148.1439256,6.020832481,155.477062,1.049500082,25.8231835,0.047165391,0.961275108,1.049500082
1784,460000,0.0426,0.4,148.1676354,8.596093489,147.975609,0.998703992,17.21428567,-0.00129769,0.941908714,0.998703992
683,380000,0.0415,0.1,149.096293,6.059538386,276.4355,1.854073595,45.61989419,0.460647084,0.978079739,1.854073595
1285,250000,0.0602,0.4,149.1359064,8.652268697,121.491398,0.814635462,14.04156554,-0.227542927,0.92878287,0.814635462
111,90000,0.0934,0.1,149.1766589,6.062804597,155.615391,1.043161793,25.66722851,0.041375934,0.961039814,1.043161794
2330,240000,0.0538,0.9,149.4247309,6.072886687,196.160125,1.312768802,32.30096906,0.238251245,0.969041177,1.312768802
1602,380000,0.0476,0.4,149.4928087,8.672974745,136.995953,0.916404971,15.79572834,-0.09122062,0.936691745,0.916404971
2090,130000,0.076,0.9,149.5236119,6.076905384,157.722984,1.054836637,25.95449065,0.051985905,0.961471022,1.054836638
857,50000,0.1492,0.4,149.6928213,8.684578674,149.171234,0.996515616,17.17656545,-0.003496568,0.941781143,0.996515616
713,400000,0.0404,0.1,149.8846475,6.091578514,292.189844,1.949431439,47.96619519,0.487029921,0.979151984,1.949431439
367,200000,0.0597,0.1,149.9738428,6.095203568,187.854266,1.2525802,30.8200151,0.201647927,0.967553553,1.2525802
2651,430000,0.0388,0.9,150.006352,6.0965248,284.847688,1.898904174,46.7229606,0.473380483,0.978597247,1.898904175
2543,360000,0.0429,0.9,150.1667217,6.103042511,258.474578,1.721250721,42.35175776,0.419027113,0.976388229,1.721250721
1432,310000,0.0535,0.4,150.3603441,8.723305678,129.549227,0.861591717,14.85093287,-0.160642542,0.932664163,0.861591717
2229,190000,0.0616,0.9,150.937383,6.134363555,176.84275,1.171629894,28.82821476,0.146488149,0.965311761,1.171629894
36,60000,0.118,0.1,151.3363417,6.150577949,161.18925,1.065106029,26.20717132,0.061126336,0.961842505,1.065106029
2622,410000,0.04,0.9,151.4417883,6.154863485,266.257125,1.758148316,43.25963129,0.431219772,0.97688376,1.758148315
2736,490000,0.0362,0.9,151.6565055,6.163589973,294.727156,1.943386174,47.8174501,0.485434232,0.979087132,1.943386174
1806,470000,0.0425,0.4,151.996992,8.818257439,152.674469,1.004457174,17.3134511,0.004437396,0.94224144,1.004457174
1089,170000,0.0754,0.4,152.2838162,8.834897833,124.074406,0.814757662,14.04367185,-0.227358817,0.928793551,0.814757662
2250,200000,0.0601,0.9,152.6154557,6.202563414,185.139766,1.213112821,29.84891143,0.175674362,0.966497941,1.213112821
571,310000,0.047,0.1,152.9734393,6.217112504,236.803156,1.548001778,38.08892888,0.35400591,0.973745652,1.548001778
465,250000,0.0531,0.1,153.3384261,6.231946217,213.985062,1.395508402,34.33679537,0.283415278,0.970876723,1.395508402
1020,140000,0.0845,0.4,154.1366524,8.942391976,128.481758,0.83355747,14.36771709,-0.19967733,0.93039952,0.83355747
14,50000,0.1318,0.1,154.5131832,6.279690434,166.798781,1.079511648,26.56162477,0.073655201,0.962351701,1.079511648
303,170000,0.0662,0.1,154.6904003,6.286892851,181.416125,1.172769122,28.85624573,0.14731725,0.965345457,1.172769122
234,140000,0.0739,0.1,154.9791888,6.29862973,172.981906,1.116162159,27.46341878,0.104072834,0.963587927,1.116162159
484,260000,0.0522,0.1,155.3516618,6.313767694,219.777203,1.41470777,34.80920009,0.293140236,0.971271963,1.41470777
1894,50000,0.1322,0.9,155.7423066,6.329644192,155.91275,1.001094394,24.63215076,0.001093197,0.959402652,1.001094394
1828,480000,0.0424,0.4,155.8191555,9.040004079,158.239188,1.015531033,17.50432706,0.015293509,0.942871269,1.015531033
2162,160000,0.0687,0.9,155.881758,6.335311747,173.764375,1.114719113,27.4279123,0.102913022,0.963540791,1.114719113
1309,260000,0.0599,0.4,155.9501033,9.047601146,130.060469,0.833987707,14.37513291,-0.199058442,0.930435426,0.833987706
1991,90000,0.095,0.9,155.9512318,6.338135284,156.179766,1.001465421,24.64127997,0.001463277,0.959417693,1.001465421
1916,60000,0.1194,0.9,156.076156,6.343212427,152.727641,0.978545634,24.07733349,-0.021924748,0.958467162,0.978545634
1626,390000,0.0477,0.4,156.174927,9.060644516,144.028844,0.922227702,15.89609257,-0.084330907,0.937091458,0.922227702
2424,290000,0.0492,0.9,156.286895,6.351777233,218.229266,1.396337588,34.35719768,0.283840807,0.970894017,1.396337588
2349,250000,0.0535,0.9,156.3770409,6.355440924,213.571156,1.365744963,33.60445932,0.267798874,0.970242045,1.365744963
325,180000,0.0644,0.1,156.5687685,6.363233074,189.429938,1.209883298,29.7694483,0.173474002,0.966408514,1.209883298
502,270000,0.0513,0.1,156.926643,6.37777773,229.464875,1.462242935,35.97881342,0.31611911,0.972205865,1.462242935
836,490000,0.0367,0.1,157.1947739,6.388675047,353.289875,2.247465779,55.29939657,0.555054404,0.98191662,2.247465779
2442,300000,0.0484,0.9,157.391819,6.396683308,232.840219,1.47936672,36.40014798,0.324035084,0.972527584,1.47936672
1187,210000,0.0678,0.4,157.4387082,9.133964047,124.447141,0.790448184,13.62465851,-0.265105064,0.926603665,0.790448184
1456,320000,0.0535,0.4,157.5550847,9.140715743,136.272797,0.864921607,14.90832894,-0.156174146,0.932923401,0.864921607
520,280000,0.0504,0.1,158.0702913,6.424257629,239.603641,1.515804387,37.2967049,0.340284268,0.97318798,1.515804387
2041,110000,0.0853,0.9,158.1210972,6.42632247,160.442688,1.01468236,24.96648569,0.014469907,0.959946305,1.01468236
2527,350000,0.0445,0.9,158.5415033,6.443408522,252.325656,1.591543228,39.16027598,0.371679021,0.974463918,1.591543229
621,340000,0.0453,0.1,159.1630698,6.468670088,271.839438,1.707930353,42.02400715,0.414496031,0.976204078,1.707930354
1850,490000,0.0423,0.4,159.6330528,9.261271141,164.300453,1.029238307,17.74059419,0.028407714,0.943632102,1.029238307
408,220000,0.058,0.1,160.0106619,6.50311774,211.947953,1.32458644,32.59174468,0.245047382,0.969317384,1.32458644
756,430000,0.0398,0.1,160.3266083,6.515958362,328.069438,2.046256959,50.34860872,0.511302823,0.980138478,2.04625696
2695,460000,0.0384,0.9,161.2359974,6.552917551,325.347281,2.017832781,49.64922547,0.504418796,0.979858699,2.017832781
902,80000,0.1184,0.4,163.3600157,9.477494622,148.985109,0.912004742,15.71988325,-0.096485527,0.936386296,0.912004742
1649,400000,0.0479,0.4,163.889065,9.508187946,153.022234,0.933693984,16.09373257,-0.07101472,0.93786401,0.933693984
2271,210000,0.0601,0.9,163.9809522,6.664477395,198.401703,1.209907007,29.77003165,0.173490198,0.966409172,1.209907007
653,360000,0.0444,0.1,164.2857406,6.676864537,302.210094,1.839539408,45.26227727,0.456385661,0.977906547,1.839539408
798,460000,0.0387,0.1,164.550428,6.687621905,380.085906,2.30984453,56.83423964,0.56707043,0.982404973,2.30984453
728,410000,0.0413,0.1,164.6508853,6.691704667,315.579844,1.916660475,47.15985832,0.478259184,0.978795526,1.916660475
1212,220000,0.0672,0.4,164.7256009,9.55672041,131.151469,0.796181457,13.72348079,-0.255995088,0.927132189,0.796181457
1481,330000,0.0535,0.4,164.8567932,9.564331662,142.072391,0.861792761,14.8543982,-0.16037178,0.932679871,0.861792761
978,120000,0.0946,0.4,165.0278252,9.574254252,140.23775,0.849782452,14.64738102,-0.176771769,0.931728409,0.849782453
2560,370000,0.0438,0.9,165.0699467,6.708736069,274.11425,1.660594527,40.85929856,0.397806036,0.975525767,1.660594526
186,120000,0.0827,0.1,165.7568033,6.73665114,179.578156,1.083383321,26.65688816,0.076965668,0.962486244,1.083383321
605,330000,0.0468,0.1,165.8620889,6.740930133,271.556625,1.637243488,40.28474107,0.389217299,0.975176705,1.637243489
1672,410000,0.0475,0.4,166.2704861,9.646348469,156.327281,0.940198617,16.20585048,-0.063605054,0.93829389,0.940198617
1334,270000,0.0601,0.4,166.303277,9.648250866,138.129766,0.830589562,14.31656037,-0.203964083,0.93015082,0.830589562
1113,180000,0.0756,0.4,166.8042501,9.677315324,132.528125,0.794512879,13.69472013,-0.258632838,0.926979158,0.794512879
2666,440000,0.0399,0.9,166.9375121,6.784637246,316.405219,1.895351231,46.63553961,0.472393304,0.978557126,1.89535123
428,230000,0.0575,0.1,167.0083979,6.787518171,229.208906,1.372439404,33.76917751,0.271370381,0.970387197,1.372439403
2114,140000,0.0761,0.9,167.3344006,6.8007675,180.053484,1.076009974,26.47546531,0.070640585,0.962229181,1.076009974
1871,500000,0.0426,0.4,167.5193236,9.718801023,172.765906,1.031319267,17.77646292,0.030368159,0.943745839,1.031319267
849,500000,0.0372,0.1,167.7727185,6.818581516,372.651375,2.221167889,54.65233115,0.549786396,0.981702519,2.22116789
2591,390000,0.0429,0.9,168.9469954,6.866306219,294.5385,1.743378148,42.89620803,0.426400978,0.976687916,1.743378148
86,80000,0.1047,0.1,169.0763033,6.87156152,173.979969,1.029002679,25.31884034,0.028185232,0.96050372,1.029002679
938,100000,0.1059,0.4,169.4803914,9.832574336,147.563469,0.870681663,15.00761285,-0.148525394,0.933367151,0.870681663
1043,150000,0.0844,0.4,170.08779,9.867813171,141.061359,0.829344417,14.29509827,-0.205771667,0.930045951,0.829344417
2185,170000,0.0687,0.9,170.4342048,6.926749053,190.105969,1.115421457,27.44519363,0.103477888,0.963563748,1.115421457
1506,340000,0.0534,0.4,171.4231132,9.945283279,150.756172,0.879439004,15.15855987,-0.137088524,0.934030673,0.879439005
2207,180000,0.0669,0.9,172.9628881,7.029519236,200.823281,1.161077288,28.56856554,0.138730892,0.964996492,1.161077288
447,240000,0.0569,0.1,172.9968157,7.030898114,237.003484,1.369987552,33.70884916,0.27006636,0.970334199,1.369987552
1695,420000,0.0476,0.4,173.2249705,10.04981984,164.076906,0.947189689,16.32635297,-0.055754736,0.938749334,0.947189689
2709,470000,0.0391,0.9,174.472149,7.090858281,346.99525,1.988828888,48.93557821,0.497191535,0.97956497,1.988828888
637,350000,0.0462,0.1,174.8700461,7.10702953,292.305156,1.671556464,41.12901948,0.401755178,0.975686267,1.671556464
